1,0,0,1,0,0,1,0,0,1
2,0,0,1,0,0,0,0,0,0.5
3,0,0,2,0,0,1,0,0,0.6666666666666666
4,0,0,2,0,0,0,0,0,0.5
5,0,1,3,0,1,1,0,0.2,0.6
6,1,1,4,1,0,1,0.16666666666666666,0.16666666666666666,0.6666666666666666
7,1,1,4,0,0,0,0.14285714285714285,0.14285714285714285,0.5714285714285714
8,1,1,5,0,0,1,0.125,0.125,0.625
9,1,1,6,0,0,1,0.1111111111111111,0.1111111111111111,0.6666666666666666
10,2,1,6,1,0,0,0.2,0.1,0.6
11,2,2,6,0,1,0,0.18181818181818182,0.18181818181818182,0.5454545454545454
12,2,2,6,0,0,0,0.16666666666666666,0.16666666666666666,0.5
13,2,2,7,0,0,1,0.15384615384615385,0.15384615384615385,0.5384615384615384
14,3,2,8,1,0,1,0.21428571428571427,0.14285714285714285,0.5714285714285714
15,3,2,9,0,0,1,0.2,0.13333333333333333,0.6
16,3,2,9,0,0,0,0.1875,0.125,0.5625
17,3,2,10,0,0,1,0.17647058823529413,0.11764705882352941,0.5882352941176471
18,3,2,10,0,0,0,0.16666666666666666,0.1111111111111111,0.5555555555555556
19,3,2,11,0,0,1,0.15789473684210525,0.10526315789473684,0.5789473684210527
20,3,3,11,0,1,0,0.15,0.15,0.55
21,3,3,12,0,0,1,0.14285714285714285,0.14285714285714285,0.5714285714285714
22,3,4,13,0,1,1,0.13636363636363635,0.18181818181818182,0.5909090909090909
23,3,4,14,0,0,1,0.13043478260869565,0.17391304347826086,0.6086956521739131
24,3,4,15,0,0,1,0.125,0.16666666666666666,0.625
25,3,4,16,0,0,1,0.12,0.16,0.64
26,3,4,17,0,0,1,0.11538461538461539,0.15384615384615385,0.6538461538461539
27,3,4,18,0,0,1,0.1111111111111111,0.14814814814814814,0.6666666666666666
28,4,4,18,1,0,0,0.14285714285714285,0.14285714285714285,0.6428571428571429
29,4,4,18,0,0,0,0.13793103448275862,0.13793103448275862,0.6206896551724138
30,4,4,19,0,0,1,0.13333333333333333,0.13333333333333333,0.6333333333333333
31,4,4,20,0,0,1,0.12903225806451613,0.12903225806451613,0.6451612903225806
32,4,4,21,0,0,1,0.125,0.125,0.65625
33,4,5,22,0,1,1,0.12121212121212122,0.15151515151515152,0.6666666666666666
34,4,5,22,0,0,0,0.11764705882352941,0.14705882352941177,0.6470588235294118
35,4,5,22,0,0,0,0.11428571428571428,0.14285714285714285,0.6285714285714286
36,4,5,23,0,0,1,0.1111111111111111,0.1388888888888889,0.6388888888888888
37,4,5,23,0,0,0,0.10810810810810811,0.13513513513513514,0.6216216216216216
38,4,6,24,0,1,1,0.10526315789473684,0.15789473684210525,0.631578947368421
39,4,6,25,0,0,1,0.10256410256410256,0.15384615384615385,0.6410256410256411
40,4,7,26,0,1,1,0.1,0.175,0.65
41,4,7,26,0,0,0,0.0975609756097561,0.17073170731707318,0.6341463414634146
42,4,7,27,0,0,1,0.09523809523809523,0.16666666666666666,0.6428571428571429
43,4,7,28,0,0,1,0.09302325581395349,0.16279069767441862,0.6511627906976745
44,4,7,29,0,0,1,0.09090909090909091,0.1590909090909091,0.6590909090909091
45,5,7,30,1,0,1,0.1111111111111111,0.15555555555555556,0.6666666666666666
46,5,8,31,0,1,1,0.10869565217391304,0.17391304347826086,0.6739130434782609
47,5,9,32,0,1,1,0.10638297872340426,0.19148936170212766,0.6808510638297872
48,5,10,33,0,1,1,0.10416666666666667,0.20833333333333334,0.6875
49,5,10,34,0,0,1,0.10204081632653061,0.20408163265306123,0.6938775510204082
50,5,11,35,0,1,1,0.1,0.22,0.7
51,5,12,36,0,1,1,0.09803921568627451,0.23529411764705882,0.7058823529411765
52,5,12,37,0,0,1,0.09615384615384616,0.23076923076923078,0.7115384615384616
53,5,12,37,0,0,0,0.09433962264150944,0.22641509433962265,0.6981132075471698
54,5,12,38,0,0,1,0.09259259259259259,0.2222222222222222,0.7037037037037037
55,5,12,39,0,0,1,0.09090909090909091,0.21818181818181817,0.7090909090909091
56,6,12,39,1,0,0,0.10714285714285714,0.21428571428571427,0.6964285714285714
57,6,12,39,0,0,0,0.10526315789473684,0.21052631578947367,0.6842105263157895
58,6,12,39,0,0,0,0.10344827586206896,0.20689655172413793,0.6724137931034483
59,7,12,40,1,0,1,0.11864406779661017,0.2033898305084746,0.6779661016949152
60,7,12,40,0,0,0,0.11666666666666667,0.2,0.6666666666666666
61,7,12,41,0,0,1,0.11475409836065574,0.19672131147540983,0.6721311475409836
62,7,12,42,0,0,1,0.11290322580645161,0.1935483870967742,0.6774193548387096
63,7,12,43,0,0,1,0.1111111111111111,0.19047619047619047,0.6825396825396826
64,7,13,43,0,1,0,0.109375,0.203125,0.671875
65,7,14,44,0,1,1,0.1076923076923077,0.2153846153846154,0.676923076923077
66,7,14,45,0,0,1,0.10606060606060606,0.21212121212121213,0.6818181818181818
67,7,15,46,0,1,1,0.1044776119402985,0.22388059701492538,0.6865671641791045
68,7,15,47,0,0,1,0.10294117647058823,0.22058823529411764,0.6911764705882353
69,7,16,48,0,1,1,0.10144927536231885,0.2318840579710145,0.6956521739130435
70,7,16,49,0,0,1,0.1,0.22857142857142856,0.7
71,7,16,50,0,0,1,0.09859154929577464,0.22535211267605634,0.704225352112676
72,7,16,51,0,0,1,0.09722222222222222,0.2222222222222222,0.7083333333333334
73,7,16,52,0,0,1,0.0958904109589041,0.2191780821917808,0.7123287671232876
74,7,16,53,0,0,1,0.0945945945945946,0.21621621621621623,0.7162162162162162
