epsilon-greedy,ucb1,ucb2,softmax,annealing-softmax,thompson
0.9215686274509803,0.6274509803921569,0.8725490196078431,0.7450980392156863,0.6078431372549019,0.803921568627451
0.9223300970873787,0.6310679611650486,0.8737864077669902,0.7475728155339806,0.6116504854368932,0.8058252427184466
0.9230769230769231,0.625,0.875,0.75,0.6153846153846154,0.8076923076923077
0.9238095238095239,0.6190476190476191,0.8761904761904762,0.7523809523809524,0.6190476190476191,0.8095238095238095
0.9245283018867925,0.6226415094339622,0.8773584905660378,0.7547169811320755,0.6226415094339622,0.8113207547169812
0.9252336448598131,0.616822429906542,0.8785046728971962,0.7570093457943925,0.616822429906542,0.8037383177570093
0.9259259259259259,0.6203703703703703,0.8796296296296297,0.7592592592592593,0.6111111111111112,0.8055555555555556
0.926605504587156,0.6238532110091743,0.8807339449541285,0.7614678899082569,0.6146788990825688,0.8073394495412844
0.9272727272727272,0.6272727272727273,0.8818181818181818,0.7636363636363637,0.6181818181818182,0.8090909090909091
0.9279279279279279,0.6306306306306306,0.8828828828828829,0.7657657657657657,0.6126126126126126,0.8108108108108109
0.9285714285714286,0.6339285714285714,0.8839285714285714,0.7589285714285714,0.6160714285714286,0.8125
0.9292035398230089,0.6371681415929203,0.8849557522123894,0.7610619469026548,0.6106194690265486,0.8141592920353983
0.9298245614035088,0.6403508771929824,0.8859649122807017,0.7631578947368421,0.6140350877192983,0.8157894736842105
0.9304347826086956,0.6347826086956522,0.8869565217391304,0.7652173913043478,0.6173913043478261,0.808695652173913
0.9310344827586207,0.6293103448275862,0.8879310344827587,0.7672413793103449,0.6206896551724138,0.8103448275862069
0.9316239316239316,0.6239316239316239,0.8888888888888888,0.7692307692307693,0.6239316239316239,0.811965811965812
0.9322033898305084,0.6271186440677966,0.8898305084745762,0.7711864406779662,0.6271186440677966,0.8135593220338984
0.9327731092436975,0.6302521008403361,0.8907563025210085,0.773109243697479,0.6302521008403361,0.8151260504201681
0.9333333333333333,0.6333333333333333,0.8916666666666667,0.775,0.6333333333333333,0.8166666666666667
0.9338842975206612,0.6363636363636364,0.8925619834710744,0.7768595041322314,0.6363636363636364,0.8181818181818182
0.9344262295081968,0.639344262295082,0.8934426229508197,0.7786885245901639,0.639344262295082,0.819672131147541
0.9349593495934959,0.6422764227642277,0.8943089430894309,0.7804878048780488,0.6422764227642277,0.8211382113821138
0.9274193548387096,0.6451612903225806,0.8870967741935484,0.7741935483870968,0.6370967741935484,0.8225806451612904
0.928,0.648,0.888,0.768,0.64,0.816
0.9285714285714286,0.6507936507936508,0.8888888888888888,0.7698412698412699,0.6428571428571429,0.8174603174603174
0.9291338582677166,0.6535433070866141,0.889763779527559,0.7716535433070866,0.6456692913385826,0.8110236220472441
0.9296875,0.6484375,0.890625,0.7734375,0.640625,0.8125
0.9302325581395349,0.6511627906976745,0.8914728682170543,0.7751937984496124,0.6434108527131783,0.813953488372093
0.9307692307692308,0.6538461538461539,0.8923076923076924,0.7769230769230769,0.6384615384615384,0.8076923076923077
0.9312977099236641,0.6564885496183206,0.8931297709923665,0.7786259541984732,0.6335877862595419,0.8091603053435115
0.9318181818181818,0.6515151515151515,0.8939393939393939,0.7727272727272727,0.6287878787878788,0.8106060606060606
0.9323308270676691,0.6541353383458647,0.8947368421052632,0.7744360902255639,0.6240601503759399,0.8120300751879699
0.9328358208955224,0.6567164179104478,0.8955223880597015,0.7761194029850746,0.6268656716417911,0.8134328358208955
0.9333333333333333,0.6592592592592592,0.8962962962962963,0.7703703703703704,0.6296296296296297,0.8148148148148148
0.9338235294117647,0.6617647058823529,0.8970588235294118,0.7720588235294118,0.625,0.8161764705882353
0.9343065693430657,0.6642335766423357,0.8978102189781022,0.7737226277372263,0.6277372262773723,0.8175182481751825
0.9347826086956522,0.6666666666666666,0.8985507246376812,0.7753623188405797,0.6231884057971014,0.8188405797101449
0.935251798561151,0.6618705035971223,0.8992805755395683,0.7769784172661871,0.6258992805755396,0.8201438848920863
0.9357142857142857,0.6571428571428571,0.9,0.7785714285714286,0.6285714285714286,0.8214285714285714
0.9361702127659575,0.6595744680851063,0.900709219858156,0.7801418439716312,0.6312056737588653,0.8226950354609929
0.9366197183098591,0.6619718309859155,0.9014084507042254,0.7816901408450704,0.6267605633802817,0.823943661971831
0.9370629370629371,0.6643356643356644,0.9020979020979021,0.7762237762237763,0.6293706293706294,0.8251748251748252
0.9375,0.6666666666666666,0.9027777777777778,0.7777777777777778,0.625,0.8263888888888888
0.9310344827586207,0.6689655172413793,0.903448275862069,0.7793103448275862,0.6206896551724138,0.8275862068965517
0.9315068493150684,0.6643835616438356,0.9041095890410958,0.7808219178082192,0.6232876712328768,0.8287671232876712
0.9319727891156463,0.6598639455782312,0.9047619047619048,0.782312925170068,0.6190476190476191,0.8299319727891157
0.9324324324324325,0.6554054054054054,0.9054054054054054,0.7837837837837838,0.6216216216216216,0.831081081081081
0.9328859060402684,0.6577181208053692,0.9060402684563759,0.785234899328859,0.6241610738255033,0.8322147651006712
0.9333333333333333,0.6533333333333333,0.9066666666666666,0.78,0.6266666666666667,0.8333333333333334
0.9337748344370861,0.6556291390728477,0.9072847682119205,0.7748344370860927,0.6291390728476821,0.8344370860927153
0.9342105263157895,0.6578947368421053,0.9078947368421053,0.7763157894736842,0.631578947368421,0.8355263157894737
0.934640522875817,0.6535947712418301,0.9084967320261438,0.7777777777777778,0.6339869281045751,0.8366013071895425
0.935064935064935,0.6558441558441559,0.9090909090909091,0.7792207792207793,0.6363636363636364,0.8376623376623377
0.9354838709677419,0.6580645161290323,0.9096774193548387,0.7806451612903226,0.632258064516129,0.8387096774193549
0.9294871794871795,0.6538461538461539,0.9102564102564102,0.782051282051282,0.6346153846153846,0.8397435897435898
0.9299363057324841,0.6496815286624203,0.910828025477707,0.7834394904458599,0.6369426751592356,0.8407643312101911
0.930379746835443,0.6455696202531646,0.9113924050632911,0.7784810126582279,0.6329113924050633,0.8417721518987342
0.9308176100628931,0.6477987421383647,0.9119496855345912,0.779874213836478,0.6352201257861635,0.8427672955974843
0.93125,0.65,0.9125,0.78125,0.6375,0.84375
0.9316770186335404,0.6459627329192547,0.9130434782608695,0.782608695652174,0.6335403726708074,0.8385093167701864
0.9320987654320988,0.6419753086419753,0.9135802469135802,0.7777777777777778,0.6358024691358025,0.8395061728395061
0.9325153374233128,0.6441717791411042,0.9141104294478528,0.7730061349693251,0.6380368098159509,0.8404907975460123
0.9329268292682927,0.6463414634146342,0.9146341463414634,0.774390243902439,0.6402439024390244,0.8414634146341463
0.9333333333333333,0.6484848484848484,0.9151515151515152,0.7757575757575758,0.6424242424242425,0.8424242424242424
0.9337349397590361,0.6506024096385542,0.9156626506024096,0.7771084337349398,0.6385542168674698,0.8433734939759037
0.9341317365269461,0.6526946107784432,0.9161676646706587,0.7784431137724551,0.6347305389221557,0.844311377245509
0.9285714285714286,0.6547619047619048,0.9166666666666666,0.7797619047619048,0.6369047619047619,0.8452380952380952
0.9289940828402367,0.6568047337278107,0.9171597633136095,0.7751479289940828,0.6390532544378699,0.8461538461538461
0.9294117647058824,0.6588235294117647,0.9176470588235294,0.7764705882352941,0.6411764705882353,0.8470588235294118
0.9298245614035088,0.6608187134502924,0.9181286549707602,0.7719298245614035,0.6432748538011696,0.847953216374269
0.9302325581395349,0.6627906976744186,0.9186046511627907,0.7732558139534884,0.6453488372093024,0.8488372093023255
0.930635838150289,0.6589595375722543,0.9190751445086706,0.7745664739884393,0.6473988439306358,0.8497109826589595
0.9310344827586207,0.6551724137931034,0.9195402298850575,0.7758620689655172,0.6494252873563219,0.8505747126436781
0.9314285714285714,0.6571428571428571,0.92,0.7771428571428571,0.6514285714285715,0.8514285714285714
0.9318181818181818,0.6590909090909091,0.9204545454545454,0.7784090909090909,0.6534090909090909,0.8522727272727273
0.9322033898305084,0.6610169491525424,0.9209039548022598,0.7796610169491526,0.655367231638418,0.8531073446327684
0.9325842696629213,0.6629213483146067,0.9213483146067416,0.7808988764044944,0.6573033707865169,0.8539325842696629
0.9329608938547486,0.659217877094972,0.9217877094972067,0.7821229050279329,0.6536312849162011,0.8547486033519553
0.9333333333333333,0.6611111111111111,0.9222222222222223,0.7777777777777778,0.65,0.8555555555555555
0.9337016574585635,0.6629834254143646,0.9226519337016574,0.7790055248618785,0.6519337016574586,0.856353591160221
0.9340659340659341,0.6648351648351648,0.9230769230769231,0.7802197802197802,0.6483516483516484,0.8571428571428571
0.9344262295081968,0.6666666666666666,0.9234972677595629,0.7759562841530054,0.6502732240437158,0.8579234972677595
0.9347826086956522,0.6684782608695652,0.9239130434782609,0.7717391304347826,0.6521739130434783,0.8586956521739131
0.9351351351351351,0.6702702702702703,0.9243243243243243,0.772972972972973,0.654054054054054,0.8594594594594595
0.9354838709677419,0.6666666666666666,0.9247311827956989,0.7741935483870968,0.6559139784946236,0.8602150537634409
0.9358288770053476,0.6684491978609626,0.9251336898395722,0.7754010695187166,0.6577540106951871,0.8556149732620321
0.9308510638297872,0.6702127659574468,0.925531914893617,0.7712765957446809,0.6595744680851063,0.8563829787234043
0.9312169312169312,0.671957671957672,0.9259259259259259,0.7724867724867724,0.6613756613756614,0.8571428571428571
0.9315789473684211,0.6684210526315789,0.9263157894736842,0.7684210526315789,0.6631578947368421,0.8578947368421053
0.9319371727748691,0.6649214659685864,0.9267015706806283,0.7696335078534031,0.6649214659685864,0.8586387434554974
0.9322916666666666,0.6666666666666666,0.9270833333333334,0.765625,0.6666666666666666,0.8541666666666666
0.9326424870466321,0.6683937823834197,0.927461139896373,0.7668393782383419,0.6683937823834197,0.8549222797927462
0.9329896907216495,0.6701030927835051,0.9278350515463918,0.7680412371134021,0.6701030927835051,0.8556701030927835
0.9333333333333333,0.6717948717948717,0.9282051282051282,0.7692307692307693,0.6717948717948717,0.8564102564102564
0.9336734693877551,0.673469387755102,0.9285714285714286,0.7704081632653061,0.6683673469387755,0.8571428571428571
0.934010152284264,0.6751269035532995,0.9289340101522843,0.7715736040609137,0.6649746192893401,0.8578680203045685
0.9343434343434344,0.6767676767676768,0.9292929292929293,0.7676767676767676,0.6666666666666666,0.8585858585858586
0.9346733668341709,0.678391959798995,0.9296482412060302,0.7638190954773869,0.6683417085427136,0.8592964824120602
0.935,0.68,0.93,0.76,0.67,0.86
0.9353233830845771,0.681592039800995,0.9303482587064676,0.7611940298507462,0.6716417910447762,0.8606965174129353
0.9356435643564357,0.6831683168316832,0.9306930693069307,0.7574257425742574,0.6683168316831684,0.8564356435643564
0.9359605911330049,0.6798029556650246,0.9310344827586207,0.7536945812807881,0.6699507389162561,0.8571428571428571
0.9362745098039216,0.6813725490196079,0.9313725490196079,0.7549019607843137,0.6715686274509803,0.8529411764705882
0.9365853658536586,0.6829268292682927,0.9317073170731708,0.7560975609756098,0.6731707317073171,0.8536585365853658
0.9368932038834952,0.6844660194174758,0.9320388349514563,0.7572815533980582,0.6747572815533981,0.8543689320388349
0.9371980676328503,0.6859903381642513,0.9323671497584541,0.7584541062801933,0.6714975845410628,0.855072463768116
0.9375,0.6826923076923077,0.9326923076923077,0.7596153846153846,0.6730769230769231,0.8557692307692307
0.937799043062201,0.6842105263157895,0.9330143540669856,0.7559808612440191,0.6746411483253588,0.8564593301435407
0.9333333333333333,0.6857142857142857,0.9333333333333333,0.7523809523809524,0.6761904761904762,0.8571428571428571
0.933649289099526,0.6872037914691943,0.933649289099526,0.7535545023696683,0.6729857819905213,0.8578199052132701
0.9339622641509434,0.6886792452830188,0.9339622641509434,0.7547169811320755,0.6745283018867925,0.8584905660377359
0.9295774647887324,0.6901408450704225,0.9342723004694836,0.755868544600939,0.6713615023474179,0.8591549295774648
0.9299065420560748,0.6915887850467289,0.9345794392523364,0.7570093457943925,0.6682242990654206,0.8598130841121495
0.9302325581395349,0.6930232558139535,0.9348837209302325,0.7534883720930232,0.6697674418604651,0.8604651162790697
0.9305555555555556,0.6944444444444444,0.9351851851851852,0.7546296296296297,0.6712962962962963,0.8611111111111112
0.9308755760368663,0.695852534562212,0.9354838709677419,0.7511520737327189,0.6682027649769585,0.8617511520737328
0.9311926605504587,0.6972477064220184,0.9357798165137615,0.7477064220183486,0.6697247706422018,0.8623853211009175
0.9315068493150684,0.6986301369863014,0.9360730593607306,0.7488584474885844,0.6712328767123288,0.863013698630137
0.9318181818181818,0.7,0.9363636363636364,0.75,0.6681818181818182,0.8636363636363636
0.9321266968325792,0.7013574660633484,0.9366515837104072,0.746606334841629,0.669683257918552,0.8642533936651584
0.9324324324324325,0.7027027027027027,0.9369369369369369,0.7477477477477478,0.6711711711711712,0.8648648648648649
0.9327354260089686,0.7040358744394619,0.9372197309417041,0.7443946188340808,0.6681614349775785,0.8654708520179372
0.9330357142857143,0.7053571428571429,0.9375,0.7410714285714286,0.6696428571428571,0.8660714285714286
0.9333333333333333,0.7022222222222222,0.9377777777777778,0.7422222222222222,0.6666666666666666,0.8622222222222222
0.9336283185840708,0.7035398230088495,0.9380530973451328,0.7433628318584071,0.668141592920354,0.8628318584070797
0.9295154185022027,0.7048458149779736,0.9383259911894273,0.7444933920704846,0.6696035242290749,0.8634361233480177
0.9254385964912281,0.706140350877193,0.9385964912280702,0.7412280701754386,0.6710526315789473,0.8640350877192983
0.925764192139738,0.7074235807860262,0.9388646288209607,0.74235807860262,0.6724890829694323,0.8646288209606987
0.9260869565217391,0.7043478260869566,0.9391304347826087,0.7434782608695653,0.6739130434782609,0.8608695652173913
0.922077922077922,0.7012987012987013,0.9393939393939394,0.7445887445887446,0.6753246753246753,0.8614718614718615
0.9224137931034483,0.6982758620689655,0.9396551724137931,0.7456896551724138,0.6767241379310345,0.8620689655172413
0.9227467811158798,0.6995708154506438,0.9399141630901288,0.7467811158798283,0.6738197424892703,0.8626609442060086
0.9230769230769231,0.7008547008547008,0.9401709401709402,0.7435897435897436,0.6709401709401709,0.8589743589743589
0.9234042553191489,0.7021276595744681,0.9404255319148936,0.7446808510638298,0.6723404255319149,0.8595744680851064
0.923728813559322,0.7033898305084746,0.940677966101695,0.7457627118644068,0.673728813559322,0.8601694915254238
0.9240506329113924,0.70042194092827,0.9409282700421941,0.7426160337552743,0.6751054852320675,0.8607594936708861
0.9243697478991597,0.7016806722689075,0.9411764705882353,0.7436974789915967,0.6764705882352942,0.8613445378151261
0.9246861924686193,0.702928870292887,0.9414225941422594,0.7447698744769874,0.6778242677824268,0.8619246861924686
0.925,0.7041666666666667,0.9416666666666667,0.7416666666666667,0.675,0.8625
0.9253112033195021,0.7012448132780082,0.941908713692946,0.7427385892116183,0.6721991701244814,0.8630705394190872
0.9256198347107438,0.7024793388429752,0.9421487603305785,0.7396694214876033,0.6735537190082644,0.8636363636363636
0.9259259259259259,0.6995884773662552,0.9423868312757202,0.7407407407407407,0.6748971193415638,0.8641975308641975
0.9262295081967213,0.7008196721311475,0.9426229508196722,0.7418032786885246,0.6762295081967213,0.8647540983606558
0.926530612244898,0.7020408163265306,0.9428571428571428,0.7428571428571429,0.6775510204081633,0.8653061224489796
0.926829268292683,0.7032520325203252,0.943089430894309,0.7439024390243902,0.6788617886178862,0.8658536585365854
0.9271255060728745,0.7044534412955465,0.9433198380566802,0.7449392712550608,0.680161943319838,0.8663967611336032
0.9274193548387096,0.7056451612903226,0.9435483870967742,0.7459677419354839,0.6814516129032258,0.8669354838709677
0.927710843373494,0.7068273092369478,0.9437751004016064,0.7469879518072289,0.6827309236947792,0.8674698795180723
0.928,0.708,0.944,0.748,0.68,0.868
0.9282868525896414,0.7091633466135459,0.9442231075697212,0.749003984063745,0.6812749003984063,0.8685258964143426
0.9285714285714286,0.7063492063492064,0.9444444444444444,0.746031746031746,0.6825396825396826,0.8690476190476191
0.9288537549407114,0.7075098814229249,0.9446640316205533,0.7470355731225297,0.6837944664031621,0.8695652173913043
0.9291338582677166,0.7086614173228346,0.9448818897637795,0.7480314960629921,0.6850393700787402,0.8700787401574803
0.9294117647058824,0.7098039215686275,0.9450980392156862,0.7490196078431373,0.6862745098039216,0.8666666666666667
0.9296875,0.70703125,0.9453125,0.75,0.6875,0.8671875
0.9260700389105059,0.7042801556420234,0.9455252918287937,0.7509727626459144,0.688715953307393,0.867704280155642
0.9263565891472868,0.7015503875968992,0.9457364341085271,0.751937984496124,0.686046511627907,0.8682170542635659
0.9266409266409267,0.6988416988416989,0.9459459459459459,0.752895752895753,0.6872586872586872,0.8648648648648649
0.926923076923077,0.7,0.9461538461538461,0.75,0.6884615384615385,0.8653846153846154
0.9272030651340997,0.7011494252873564,0.946360153256705,0.7509578544061303,0.6896551724137931,0.8659003831417624
0.9274809160305344,0.7022900763358778,0.9465648854961832,0.7519083969465649,0.6908396946564885,0.8664122137404581
0.9277566539923955,0.7034220532319392,0.9467680608365019,0.752851711026616,0.688212927756654,0.8631178707224335
0.928030303030303,0.7045454545454546,0.946969696969697,0.7537878787878788,0.6893939393939394,0.8636363636363636
0.9245283018867925,0.7056603773584905,0.9471698113207547,0.7547169811320755,0.690566037735849,0.8641509433962264
0.924812030075188,0.706766917293233,0.9473684210526315,0.7556390977443609,0.6879699248120301,0.8646616541353384
0.9250936329588015,0.7078651685393258,0.947565543071161,0.7565543071161048,0.6891385767790262,0.8651685393258427
0.9253731343283582,0.7089552238805971,0.9477611940298507,0.753731343283582,0.6902985074626866,0.8656716417910447
0.9256505576208178,0.7100371747211895,0.9479553903345725,0.7546468401486989,0.6877323420074349,0.8661710037174721
0.9259259259259259,0.7111111111111111,0.9481481481481482,0.7555555555555555,0.6851851851851852,0.8666666666666667
0.922509225092251,0.7121771217712177,0.948339483394834,0.7527675276752768,0.6863468634686347,0.8634686346863468
0.9227941176470589,0.7132352941176471,0.9485294117647058,0.7536764705882353,0.6875,0.8639705882352942
0.9230769230769231,0.7142857142857143,0.9487179487179487,0.7509157509157509,0.684981684981685,0.8644688644688645
0.9197080291970803,0.7153284671532847,0.948905109489051,0.7481751824817519,0.6861313868613139,0.8613138686131386
